faa;name;lat;lon;alt;tz;dst;tzone
JEF;Jefferson City Memorial Airport;38,59120; -92,15610; 549; -6;A;America/Chicago
JES;Jesup-Wayne County Airport;31,55389; -81,88250; 107; -5;A;America/New_York
JFK;John F Kennedy Intl;40,63975; -73,77893;  13; -5;A;America/New_York
JGC;Grand Canyon Heliport;35,96667;-112,13333;2500; -7;A;America/Phoenix
JHM;Kapalua;20,96294;-156,67303; 256;-10;N;Pacific/Honolulu
JHW;Chautauqua County-Jamestown;42,15333; -79,25806; 525; -5;A;America/New_York
JKA;Jack Edwards Airport;30,28964; -87,67178;  17; -6;A;America/Chicago
JLN;Joplin Rgnl;37,15181; -94,49827; 981; -6;A;America/Chicago
JMS;Jamestown Regional Airport;46,92970; -98,67820;1498; -6;A;America/Chicago
JNU;Juneau Intl;58,35497;-134,57628;  21; -9;A;America/Anchorage
JOT;Regional Airport;41,51778; -88,17556; 582; -6;A;America/Chicago
JRA;West 30th St. Heliport;40,75450; -74,00710;   7; -5;A;America/New_York
JRB;Wall Street Heliport;40,70121; -74,00903;   7; -5;A;America/New_York
JST;John Murtha Johnstown-Cambria County Airport;40,31611; -78,83389;2284; -5;A;America/New_York
JVL;Southern Wisconsin Regional Airport;42,62025; -89,04156; 808; -6;A;America/Chicago
JXN;Reynolds Field;42,26056; -84,46056;1001; -5;A;America/New_York
JYL;Plantation Airpark;32,64528; -81,59711; 188; -5;A;America/New_York
JYO;Leesburg Executive Airport;39,07800; -77,55800; 389; -5;A;America/New_York
JZP;Pickens County Airport;34,45347; -84,45722;1535; -5;A;America/New_York
K03;Wainwright As;70,61338;-159,86035;  35; -9;A;America/Anchorage
K27;Burrello-Mechanicville Airport;42,89313; -73,66845; 195; -5;A;America/New_York
K83;Sabetha Municipal;39,54250; -95,46770;1330; -6;A;America/Chicago
KAE;Kake Seaplane Base;56,97306;-133,94556;   0; -9;A;America/Anchorage
KAL;Kaltag Airport;64,31910;-158,74100; 187; -9;A;America/Anchorage
KBC;Birch Creek Airport;66,25671;-145,81532; 450; -9;A;America/Anchorage
KBW;Chignik Bay Seaplane Base;56,29556;-158,40140;   0; -9;A;America/Anchorage
KCC;Coffman Cove Seaplane Base;56,01472;-132,83389;   0; -9;A;America/Anchorage
KCL;Chignik Lagoon Airport;56,31111;-158,53417;  25; -9;A;America/Anchorage
KCQ;Chignik Lake Airport;56,25500;-158,77528;  50; -9;A;America/Anchorage
KEH;Kenmore Air Harbor Inc Seaplane Base;47,75480;-122,25900;  14; -8;A;America/Los_Angeles
KEK;Ekwok Airport;59,35694;-157,47111; 135; -9;A;America/Anchorage
KFP;False Pass Airport;54,84750;-163,41028;  20; -9;A;America/Anchorage
KGK;Koliganek Airport;59,72667;-157,25944; 269; -9;A;America/Anchorage
KGX;Grayling Airport;62,89444;-160,06500;  99; -9;A;America/Anchorage
KKA;Koyuk Alfred Adams Airport;64,93944;-161,15417; 154; -9;A;America/Anchorage
KKB;Kitoi Bay Seaplane Base;58,19083;-152,37056;   0; -9;A;America/Anchorage
KKH;Kongiganak Airport;59,96083;-162,88111;  30; -9;A;America/Anchorage
KLG;Kalskag Airport;61,53630;-160,34100;  55; -9;A;America/Anchorage
KLL;Levelock Airport;59,12806;-156,85861;  39; -9;A;America/Anchorage
KLN;Larsen Bay Airport;57,53500;-153,97667;  87; -9;A;America/Anchorage
KLS;Kelso Longview;46,11800;-122,89839;  20; -8;A;America/Los_Angeles
KLW;Klawock Airport;55,57917;-133,07611;  80; -9;A;America/Anchorage
KMO;Manokotak Airport;58,99028;-159,05000;  51; -9;A;America/Anchorage
KMY;Moser Bay Seaplane Base;57,02556;-154,14583;   0; -9;A;America/Anchorage
KNW;New Stuyahok Airport;59,44990;-157,32800; 302; -9;A;America/Anchorage
KOA;Kona Intl At Keahole;19,73877;-156,04563;  47;-10;N;Pacific/Honolulu
KOT;Kotlik Airport;63,03056;-163,53278;  15; -9;A;America/Anchorage
KOY;Olga Bay Seaplane Base;57,16139;-154,22972;   0; -9;A;America/Anchorage
KOZ;Ouzinkie Airport;57,92288;-152,50051;  55; -9;A;America/Anchorage
KPB;Point Baker Seaplane Base;56,35194;-133,62250;   0; -9;A;America/Anchorage
KPC;Port Clarence Coast Guard Station;65,25370;-166,85900;  10; -9;A;America/Anchorage
KPN;Kipnuk Airport;59,93306;-164,03056;  11; -9;A;America/Anchorage
KPR;Port Williams Seaplane Base;58,49000;-152,58222;   0; -9;A;America/Anchorage
KPV;Perryville Airport;55,90667;-159,16083;  29; -9;A;America/Anchorage
KPY;Port Bailey Seaplane Base;57,93000;-153,04056;   0; -9;A;America/Anchorage
KQA;Akutan Seaplane Base;54,13250;-165,78500;   0; -9;A;America/Anchorage
KSM;St Marys Airport;62,06050;-163,30200; 311; -9;A;America/Anchorage
KTB;Thorne Bay Seaplane Base;55,68806;-132,53667;   0; -9;A;America/Anchorage
KTN;Ketchikan Intl;55,35556;-131,71375;  88; -9;A;America/Anchorage
KTS;Brevig Mission Airport;65,33139;-166,46583;  35; -9;A;America/Anchorage
KUK;Kasigluk Airport;60,87333;-162,52444;  40; -9;A;America/Anchorage
KVC;King Cove Airport;55,11630;-162,26600; 155; -9;A;America/Anchorage
KVL;Kivalina Airport;67,73620;-164,56300;  13; -9;A;America/Anchorage
KWK;Kwigillingok Airport;59,87639;-163,16861;  18; -9;A;America/Anchorage
KWN;Quinhagak Airport;59,75500;-161,84528;  42; -9;A;America/Anchorage
KWP;West Point Village Seaplane Base;57,77000;-153,54889;   0; -9;A;America/Anchorage
KWT;Kwethluk Airport;60,79028;-161,44361;  30; -9;A;America/Anchorage
KYK;Karuluk Airport;57,56694;-154,45028; 137; -9;A;America/Anchorage
KYU;Koyukuk Airport;64,87583;-157,73056; 149; -9;A;America/Anchorage
KZB;Zachar Bay Seaplane Base;57,55000;-153,75000;   0; -9;A;America/Anchorage
L06;Furnace Creek;36,27300;-116,51500;   0; -8;A;America/Los_Angeles
L35;Big Bear City;34,26378;-116,85603;6725; -8;A;America/Los_Angeles
L52;Oceano County Airport;35,10147;-120,62236;  14; -8;U;America/Los_Angeles
LAA;Lamar Muni;38,06969;-102,68850;3706; -7;A;America/Denver
LAF;Purude University Airport;40,41231; -86,93689; 606; -5;A;America/New_York
LAL;Lakeland Linder Regional Airport;27,98892; -82,01856; 142; -5;A;America/New_York
LAM;Los Alamos Airport;35,87980;-106,26942;7171; -7;A;America/Denver
LAN;Capital City;42,77870; -84,58736; 861; -5;A;America/New_York
LAR;Laramie Regional Airport;41,31210;-105,67500;7284; -7;A;America/Denver
LAS;Mc Carran Intl;36,08006;-115,15225;2141; -8;A;America/Los_Angeles
LAW;Lawton-Fort Sill Regional Airport;34,56771; -98,41664;1110; -6;A;America/Chicago
LAX;Los Angeles Intl;33,94254;-118,40807; 126; -8;A;America/Los_Angeles
LBB;Lubbock Preston Smith Intl;33,66364;-101,82278;3282; -6;A;America/Chicago
LBE;Arnold Palmer Regional Airport;40,27590; -79,40480;1185; -5;A;America/New_York
LBF;North Platte Regional Airport Lee Bird Field;41,12620;-100,68400;2776; -6;A;America/Chicago
LBL;Liberal Muni;37,04422;-100,95986;2885; -6;A;America/Chicago
LBT;Municipal Airport;34,60981; -79,05956; 125; -5;A;America/New_York
LCH;Lake Charles Rgnl;30,12611; -93,22334;  15; -6;A;America/Chicago
LCK;Rickenbacker Intl;39,81379; -82,92782; 744; -5;A;America/New_York
LCQ;Lake City Municipal Airport;30,18194; -82,57694; 201; -5;A;America/New_York
LDJ;Linden Airport;40,61745; -74,24459;  23; -5;A;America/New_York
LEB;Lebanon Municipal Airport;43,62610; -72,30420; 603; -5;A;America/New_York
LEW;Lewiston Maine;44,04847; -70,28351; 288; -5;A;America/New_York
LEX;Blue Grass;38,03650; -84,60589; 979; -5;A;America/New_York
LFI;Langley Afb;37,08288; -76,36055;  11; -5;A;America/New_York
LFK;Angelina Co;31,23401; -94,75000; 296; -6;A;America/Chicago
LFT;Lafayette Rgnl;30,20528; -91,98761;  43; -6;A;America/Chicago
LGA;La Guardia;40,77725; -73,87261;  22; -5;A;America/New_York
LGB;Long Beach;33,81772;-118,15161;  60; -8;A;America/Los_Angeles
LGC;LaGrange-Callaway Airport;33,00886; -85,07261; 694; -5;A;America/New_York
LGU;Logan-Cache;41,79100;-111,85200;4457; -7;A;America/Denver
LHD;Lake Hood Seaplane Base;61,18664;-149,96539;  71; -9;A;America/Anchorage
LHM;Lincoln Regional Airport Karl Harder Field;38,90917;-121,35133; 121; -8;A;America/Los_Angeles
LHV;William T. Piper Mem.;41,13578; -77,42231; 556; -5;A;America/New_York
LHX;La Junta Muni;38,04972;-103,50943;4238; -7;A;America/Denver
LIH;Lihue;21,97598;-159,33896; 153;-10;N;Pacific/Honolulu
LIT;Adams Fld;34,72944; -92,22431; 262; -6;A;America/Chicago
LIV;Livingood Airport;65,53111;-148,54111; 696; -9;A;America/Anchorage
LKE;Kenmore Air Harbor Seaplane Base;47,62900;-122,33900;  14; -8;A;America/Los_Angeles
LKK;Kulik Lake Airport;58,96591;-155,10809;1000; -9;U;America/Anchorage
LKP;Lake Placid Airport;44,26444; -73,96194;1747; -5;A;America/New_York
LMT;Klamath Falls Airport;42,15610;-121,73300;4095; -8;A;America/Los_Angeles
LNA;Palm Beach Co Park;26,59300; -80,08506;  14; -5;A;America/New_York
LNK;Lincoln;40,85097; -96,75925;1219; -6;A;America/Chicago
LNN;Lost Nation Municipal Airport;41,68403; -81,38975; 626; -5;A;America/New_York
LNR;Tri-County Regional Airport;43,21167; -90,18167; 718; -6;A;America/Chicago
LNS;Lancaster Airport;40,12170; -76,29610; 403; -5;A;America/New_York
LNY;Lanai;20,78561;-156,95142;1308;-10;N;Pacific/Honolulu
LOT;Lewis University Airport;41,60633; -88,08300; 680; -6;A;America/Chicago
LOU;Bowman Fld;38,22800; -85,66372; 546; -5;A;America/New_York
LOZ;London-Corbin Airport-MaGee Field;37,08689; -84,07739;1212; -5;A;America/New_York
LPC;Lompoc Airport;34,66560;-120,46750;  88; -8;A;America/Los_Angeles
LPR;Lorain County Regional Airport;41,34428; -82,17764; 793; -5;A;America/New_York
LPS;Lopez Island Airport;48,48390;-122,93800; 209; -8;A;America/Los_Angeles
LRD;Laredo Intl;27,54375; -99,46156; 508; -6;A;America/Chicago
LRF;Little Rock Afb;34,91694; -92,14972; 311; -6;A;America/Chicago
LRO;Mount Pleasant Regional-Faison Field;32,53870; -79,46970;  12; -5;A;\N
LRU;Las Cruces Intl;32,28942;-106,92197;4456; -7;A;America/Denver
LSE;La Crosse Municipal;43,87899; -91,25671; 654; -6;A;America/Chicago
LSF;Lawson Aaf;32,33732; -84,99128; 232; -5;A;America/New_York
LSV;Nellis Afb;36,23620;-115,03425;1870; -8;A;America/Los_Angeles
LTS;Altus Afb;34,66707; -99,26668;1382; -6;A;America/Chicago
LUF;Luke Afb;33,53500;-112,38306;1085; -7;A;America/Phoenix
LUK;Cincinnati Muni Lunken Fld;39,10333; -84,41861; 483; -5;A;America/New_York
LUP;Kalaupapa Airport;21,21100;-156,97400;  24;-10;A;Pacific/Honolulu
LUR;Cape Lisburne Lrrs;68,87513;-166,11002;  12; -9;A;America/Anchorage
LVK;Livermore Municipal;37,41362;-121,49133; 400; -8;A;America/Los_Angeles
LVM;Mission Field Airport;45,69939;-110,44831;4660; -7;A;America/Denver
LVS;Las Vegas Muni;35,65422;-105,14239;6877; -7;A;America/Denver
LWA;South Haven Area Regional Airport;42,35119; -86,25564; 666; -5;A;America/New_York
LWB;Greenbrier Valley Airport;37,85833; -80,39944;2302; -5;U;America/New_York
LWC;Lawrence Municipal;39,00917; -95,21750; 833; -6;A;America/Chicago
LWM;Lawrence Municipal Airport;42,71719; -71,12342; 148; -5;A;America/New_York
LWS;Lewiston Nez Perce Co;46,37450;-117,01539;1442; -8;A;America/Los_Angeles
LWT;Lewistown Municipal Airport;47,04930;-109,46700;4170; -7;A;America/Denver
LXY;Mexia - Limestone County Airport;31,64118; -96,51446; 544; -6;A;America/Chicago
LYH;Lynchburg Regional Preston Glenn Field;37,32670; -79,20040; 938; -5;A;America/New_York
LYU;Ely Municipal;47,82444; -91,83083;1456; -6;A;America/Chicago
LZU;Gwinnett County Airport-Briscoe Field;33,97808; -83,96238;1061; -5;A;America/New_York
M94;Desert Aire;46,41240;-119,55180; 586; -8;A;America/Los_Angeles
MAE;Madera Municipal Airport;36,98861;-120,11244; 255; -8;A;America/Los_Angeles
MAF;Midland Intl;31,94253;-102,20191;2871; -6;A;America/Chicago
MBL;Manistee County-Blacker Airport;44,27250; -86,24694; 621; -5;A;America/New_York
MBS;Mbs Intl;43,53291; -84,07965; 668; -5;A;America/New_York
MCC;Mc Clellan Afld;38,66764;-121,40061;  75; -8;A;America/Los_Angeles
MCD;Mackinac Island Airport;45,86493; -84,63734; 740; -5;U;America/New_York
MCE;Merced Municipal Airport;37,28472;-120,51389; 156; -8;A;America/Los_Angeles
MCF;Macdill Afb;27,84934; -82,52121;  14; -5;A;America/New_York
MCG;McGrath Airport;62,95290;-155,60600; 338; -9;A;America/Anchorage
MCI;Kansas City Intl;39,29761; -94,71390;1026; -6;A;America/Chicago
MCK;McCook Regional Airport;40,20639;-100,59222;2583; -6;A;America/Chicago
MCL;McKinley National Park Airport;63,73276;-148,91129;1720; -9;A;America/Anchorage
MCN;Middle Georgia Rgnl;32,69285; -83,64921; 354; -5;A;America/New_York
MCO;Orlando Intl;28,42939; -81,30899;  96; -5;A;America/New_York
MCW;Mason City Municipal;43,22470; -93,40670;1243; -6;A;America/Chicago
MDT;Harrisburg Intl;40,19349; -76,76340; 310; -5;A;America/New_York
MDW;Chicago Midway Intl;41,78597; -87,75242; 620; -6;A;America/Chicago
ME5;Banks Airport;44,16539; -68,42817; 100; -5;A;America/New_York
MEI;Key Field;32,33262; -88,75187; 297; -6;A;America/Chicago
MEM;Memphis Intl;35,04242; -89,97667; 341; -6;A;America/Chicago
MER;Castle;37,38048;-120,56819; 189; -8;A;America/Los_Angeles
MFD;Mansfield Lahm Regional;40,82142; -82,51664;1297; -5;A;America/New_York
MFE;Mc Allen Miller Intl;26,17583; -98,23861; 107; -6;A;America/Chicago
MFI;Marshfield Municipal Airport;44,63688; -90,18933;1278; -6;A;America/Chicago
MFR;Rogue Valley Intl Medford;42,37423;-122,87350;1335; -8;A;America/Los_Angeles
MGC;Michigan City Municipal Airport;41,70330; -86,82110; 500; -6;A;America/Chicago
MGE;Dobbins Arb;33,91538; -84,51632;1068; -5;A;America/New_York
MGJ;Orange County Airport;41,50999; -74,26464; 364; -5;A;America/New_York
MGM;Montgomery Regional Airport;32,30064; -86,39397; 221; -6;A;America/Chicago
MGR;Moultrie Municipal Airport;31,08492; -83,80325; 294; -5;A;America/New_York
MGW;Morgantown Muni Walter L Bill Hart Fld;39,64291; -79,91631;1248; -5;A;America/New_York
MGY;Dayton-Wright Brothers Airport;39,58897; -84,22486; 957; -5;U;America/New_York
MHK;Manhattan Reigonal;39,14097; -96,67083;1057; -6;A;America/Chicago
MHM;Minchumina Airport;63,88611;-152,30194; 678; -9;A;America/Anchorage
MHR;Sacramento Mather;38,55390;-121,29759;  96; -8;A;America/Los_Angeles
MHT;Manchester Regional Airport;42,93256; -71,43567; 266; -5;A;America/New_York
MHV;Mojave;35,05936;-118,15186;2791; -8;A;America/Los_Angeles
MIA;Miami Intl;25,79325; -80,29056;   8; -5;A;America/New_York
MIB;Minot Afb;48,41557;-101,35766;1668; -6;A;America/Chicago
MIC;Crystal Airport;45,03430; -93,21140; 869; -6;A;America/Chicago
MIE;Delaware County Airport;40,24247; -85,39575; 937; -5;U;America/New_York
MIV;Millville Muni;39,36781; -75,07222;  85; -5;A;America/New_York
MKC;Downtown;39,12750; -94,59889; 759; -6;A;America/Chicago
MKE;General Mitchell Intl;42,94722; -87,89658; 723; -6;A;America/Chicago
MKG;Muskegon County Airport;43,16950; -86,23820; 628; -5;A;America/New_York
MKK;Molokai;21,15289;-157,09626; 454;-10;N;Pacific/Honolulu
MKL;Mc Kellar Sipes Rgnl;35,59989; -88,91561; 434; -6;A;America/Chicago
MKO;Davis Fld;35,65649; -95,36666; 612; -6;A;America/Chicago
MLB;Melbourne Intl;28,10275; -80,64526;  33; -5;A;America/New_York
MLC;Mc Alester Rgnl;34,88240; -95,78346; 770; -6;A;America/Chicago
MLD;Malad City;42,17000;-112,28900;4503; -7;A;America/Denver
MLI;Quad City Intl;41,44853; -90,50754; 590; -6;A;America/Chicago
MLJ;Baldwin County Airport;33,15422; -83,24141; 385; -5;A;America/New_York
MLL;Marshall Don Hunter Sr. Airport;61,86464;-162,02611; 103; -9;A;America/Anchorage
MLS;Frank Wiley Field;46,42800;-105,88600;2630; -7;A;America/Denver
MLT;Millinocket Muni;45,64784; -68,68556; 408; -5;A;America/New_York
MLU;Monroe Rgnl;32,51086; -92,03769;  79; -6;A;America/Chicago
MLY;Manley Hot Springs Airport;64,99750;-150,64417; 270; -9;A;America/Anchorage
MMH;Mammoth Yosemite Airport;37,62405;-118,83777;7128; -8;A;America/Los_Angeles
MMI;McMinn Co;35,39919; -84,56177; 874; -5;N;America/New_York
MMU;Morristown Municipal Airport;40,79935; -74,41487; 187; -5;A;America/New_York
MMV;Mc Minnville Muni;45,19444;-123,13594; 163; -8;A;America/Los_Angeles
MNM;Menominee Marinette Twin Co;45,12665; -87,63844; 625; -6;A;America/Chicago
MNT;Minto Airport;65,14361;-149,37000; 460; -9;A;America/Anchorage
MNZ;Manassas;38,72139; -77,51556; 192; -5;A;America/New_York
MOB;Mobile Rgnl;30,69123; -88,24281; 219; -6;A;America/Chicago
MOD;Modesto City Co Harry Sham;37,62582;-120,95442;  97; -8;A;America/Los_Angeles
MOT;Minot Intl;48,25938;-101,28033;1716; -6;A;America/Chicago
MOU;Mountain Village Airport;62,09540;-163,68200; 337; -9;A;America/Anchorage
MPB;Miami Seaplane Base;25,77830; -80,17030;   0; -5;A;America/New_York
MPI;MariposaYosemite;37,30390;-120,02220;2454; -8;A;America/Los_Angeles
MPV;Edward F Knapp State;44,20350; -72,56233;1165; -5;A;America/New_York
MQB;Macomb Municipal Airport;40,52008; -90,65239; 707; -6;U;America/Chicago
MQI;Dare County Regional;35,55140; -75,41730;  13; -5;A;America/New_York
MQT;Sawyer International Airport;46,35361; -87,39528;1221; -5;A;America/New_York
MRB;Eastern WV Regional Airport;39,24070; -77,59100; 554; -5;A;America/New_York
MRI;Merrill Fld;61,21354;-149,84445; 137; -9;A;America/Anchorage
MRK;Marco Islands;25,99503; -81,67253;   5; -5;A;America/New_York
MRN;Foothills Regional Airport;35,82023; -81,61151;1270; -5;A;America/New_York
MRY;Monterey Peninsula;36,58700;-121,84294; 257; -8;A;America/Los_Angeles
MSL;Northwest Alabama Regional Airport;34,74530; -87,61020; 550; -6;A;America/Chicago
MSN;Dane Co Rgnl Truax Fld;43,13986; -89,33751; 887; -6;A;America/Chicago
MSO;Missoula Intl;46,91631;-114,09056;3205; -7;A;America/Denver
MSP;Minneapolis St Paul Intl;44,88196; -93,22177; 841; -6;A;America/Chicago
MSS;Massena Intl Richards Fld;44,93583; -74,84555; 215; -5;A;America/New_York
MSY;Louis Armstrong New Orleans Intl;29,99339; -90,25803;   4; -6;A;America/Chicago
MTC;Selfridge Angb;42,60833; -82,83550; 580; -5;A;America/New_York
MTH;Florida Keys Marathon Airport;24,72611; -81,05139;   7; -5;A;America/New_York
MTJ;Montrose Regional Airport;38,50979;-107,89424;5759; -7;A;America/Denver
MTM;Metlakatla Seaplane Base;55,13111;-131,57806;   0; -9;A;America/Anchorage
MTN;Martin State;39,32567; -76,41378;  22; -5;A;America/New_York
MUE;Waimea Kohala;20,00133;-155,66811;2671;-10;A;Pacific/Honolulu
MUI;Muir Aaf;40,43481; -76,56941; 489; -5;A;America/New_York
MUO;Mountain Home Afb;43,04360;-115,87243;2996; -7;A;America/Denver
MVL;Morrisville Stowe State Airport;44,53500; -72,61400; 732; -5;A;America/New_York
MVY;Martha\\'s Vineyard;41,39167; -70,61528;  67; -5;A;America/New_York
MWA;Williamson Country Regional Airport;37,75496; -89,01109; 472; -6;A;America/Chicago
MWC;Lawrence J Timmerman Airport;43,11039; -88,03442; 745; -6;A;America/Chicago
MWH;Grant Co Intl;47,20771;-119,32019;1185; -8;A;America/Los_Angeles
MWL;Mineral Wells;32,78161; -98,06018; 974; -6;A;America/Chicago
MWM;Windom Municipal Airport;43,91340; -95,10941;1410; -6;A;America/Chicago
MXF;Maxwell Afb;32,38294; -86,36578; 171; -6;A;America/Chicago
MXY;McCarthy Airport;61,43706;-142,90307;1531; -9;U;America/Anchorage
MYF;Montgomery Field;32,47590; 117,75900;  17;  8;A;Asia/Chongqing
MYL;McCall Municipal Airport;44,88972;-116,10139;5021; -7;A;America/Denver
MYR;Myrtle Beach Intl;33,67975; -78,92833;  25; -5;A;America/New_York
MYU;Mekoryuk Airport;60,37140;-166,27100;  48; -9;A;America/Anchorage
MYV;Yuba County Airport;39,05530;-121,34110;  62; -8;A;America/Los_Angeles
MZJ;Pinal Airpark;32,50972;-111,32528;1893; -7;N;America/Phoenix
N53;Stroudsburg-Pocono Airport;41,03587; -75,16068; 480; -5;A;America/New_York
N69;Stormville Airport;41,57697; -73,73235; 358; -5;A;America/New_York
N87;Trenton-Robbinsville Airport;40,21394; -74,60178; 118; -5;A;America/New_York
NBG;New Orleans Nas Jrb;29,82533; -90,03500;   3; -6;A;America/Chicago
NBU;Naval Air Station;42,09056; -87,82250; 653; -6;A;America/Chicago
NCN;Chenega Bay Airport;60,07722;-147,99194;  72; -9;A;America/Anchorage
NEL;Lakehurst Naes;40,03333; -74,35333; 103; -5;A;America/New_York
NEW;Lakefront;30,04242; -90,02825;   7; -6;A;America/Chicago
NFL;Fallon Nas;39,41658;-118,70098;3934; -8;A;America/Los_Angeles
NGF;Kaneohe Bay Mcaf;21,45045;-157,76800;  24;-10;A;Pacific/Honolulu
NGP;Corpus Christi NAS;27,69270; -97,29038;  18; -6;A;America/Chicago
NGU;Norfolk Ns;36,93764; -76,28929;  15; -5;A;America/New_York
NGZ;NAS Alameda;37,78610;-122,31860;  10; -8;U;America/Los_Angeles
NHK;Patuxent River Nas;38,28598; -76,41178;  39; -5;A;America/New_York
NIB;Nikolai Airport;63,01083;-154,38389; 427; -9;A;America/Anchorage
NID;China Lake Naws;35,68542;-117,69204;2283; -8;A;America/Los_Angeles
NIP;Jacksonville Nas;30,23583; -81,68056;  22; -5;A;America/New_York
NJK;El Centro Naf;32,82922;-115,67167; -42; -8;A;America/Los_Angeles
NKT;Cherry Point Mcas;34,90087; -76,88073;  29; -5;A;America/New_York
NKX;Miramar Mcas;32,86769;-117,14175; 478; -8;A;America/Los_Angeles
NLC;Lemoore Nas;36,33301;-119,95208; 234; -8;A;America/Los_Angeles
NLG;Nelson Lagoon;56,00750;-161,16028;  14; -9;A;America/Anchorage
NME;Nightmute Airport;60,47111;-164,70083;   4; -9;A;America/Anchorage
NMM;Meridian Nas;32,55208; -88,55556; 317; -6;A;America/Chicago
NNL;Nondalton Airport;59,96694;-154,85167; 262; -9;A;America/Anchorage
NOW;Port Angeles Cgas;48,14148;-123,41407;  13; -8;A;America/Los_Angeles
NPA;Pensacola Nas;30,35266; -87,31865;  28; -6;A;America/Chicago
NPZ;Porter County Municipal Airport;41,45397; -87,00708; 770; -6;A;America/Chicago
NQA;Millington Rgnl Jetport;35,35667; -89,87028; 320; -6;A;America/Chicago
NQI;Kingsville Nas;27,50722; -97,80972;  50; -6;A;America/Chicago
NQX;Key West Nas;24,57583; -81,68889;   6; -5;A;America/New_York
NSE;Whiting Fld Nas North;30,72417; -87,02194; 199; -6;A;America/Chicago
NTD;Point Mugu Nas;34,12029;-119,12094;  13; -8;A;America/Los_Angeles
NTU;Oceana Nas;36,82070; -76,03354;  22; -5;A;America/New_York
NUI;Nuiqsut Airport;70,21000;-151,00556;  38; -9;A;America/Anchorage
NUL;Nulato Airport;64,72944;-158,07417; 399; -9;A;America/Anchorage
NUP;Nunapitchuk Airport;60,90583;-162,43917;  12; -9;A;America/Anchorage
NUQ;Moffett Federal Afld;37,41614;-122,04914;  32; -8;A;America/Los_Angeles
NUW;Whidbey Island Nas;48,35180;-122,65591;  47; -8;A;America/Los_Angeles
NXP;Twentynine Palms Eaf;34,29616;-116,16220;2051; -8;A;America/Los_Angeles
NXX;Willow Grove Nas Jrb;40,19983; -75,14817; 358; -5;A;America/New_York
NY9;Long Lake;43,97506; -74,42044;1629; -5;A;America/New_York
NYC;All Airports;40,71417; -74,00583;  31; -5;A;America/New_York
NYG;Quantico Mcaf;38,50168; -77,30533;  11; -5;A;America/New_York
NZC;Cecil Field;30,21870; -81,87670;  81; -5;A;America/New_York
NZJ;El Toro;33,67613;-117,73116; 383; -8;A;America/Los_Angeles
NZY;North Island Nas;32,69922;-117,21531;  26; -8;A;America/Los_Angeles
O03;Morgantown Airport;40,15704; -75,87049; 600; -5;A;America/New_York
O27;Oakdale Airport;37,75633;-120,80019; 237; -8;A;America/Los_Angeles
OAJ;Albert J Ellis;34,82916; -77,61214;  94; -5;A;America/New_York
OAK;Metropolitan Oakland Intl;37,72128;-122,22072;   9; -8;A;America/Los_Angeles
OAR;Marina Muni;36,68188;-121,76235; 134; -8;A;America/Los_Angeles
OBE;County;27,26583; -80,85111;  34; -5;A;America/New_York
OBU;Kobuk Airport;66,91222;-156,89722; 137; -9;A;America/Anchorage
OCA;Key Largo;25,32539; -80,27478;   8; -5;A;America/New_York
OCF;International Airport;29,17250; -82,22417;  89; -5;A;America/New_York
OEB;Branch County Memorial Airport;41,93357; -85,05229; 959; -5;A;America/New_York
OFF;Offutt Afb;41,11833; -95,91251;1052; -6;A;America/Chicago
OGG;Kahului;20,89865;-156,43046;  54;-10;N;Pacific/Honolulu
OGS;Ogdensburg Intl;44,68185; -75,46550; 297; -5;A;America/New_York
OJC;Johnson County Airport;38,50510; -94,44150;1096; -6;A;America/Chicago
OKC;Will Rogers World;35,39309; -97,60073;1295; -6;A;America/Chicago
OLF;LM Clayton Airport;48,09444;-105,57500;1986; -7;A;America/Denver
OLH;Old Harbor Airport;57,21806;-153,26972;  55; -9;A;America/Anchorage
OLM;Olympia Regional Airpor;46,96940;-122,90254; 209; -8;A;America/Los_Angeles
OLS;Nogales Intl;31,41772;-110,84789;3955; -7;A;America/Phoenix
OLT;San Diego Old Town Transit Center;32,75520;-117,19950;   0; -8;A;America/Los_Angeles
OLV;Olive Branch Muni;34,87694; -89,78333; 350; -6;A;America/Chicago
OMA;Eppley Afld;41,30317; -95,89407; 984; -6;A;America/Chicago
OME;Nome;64,51220;-165,44525;  37; -9;A;America/Anchorage
OMN;Ormond Beach municipal Airport;29,18040; -81,06497;  28; -5;A;America/New_York
ONH;Oneonta Municipal Airport;42,52472; -75,06444;1763; -5;A;America/New_York
ONP;Newport Municipal Airport;44,58036;-124,05792; 160; -8;A;America/Los_Angeles
ONT;Ontario Intl;34,05600;-117,60119; 944; -8;A;America/Los_Angeles
OOK;Toksook Bay Airport;60,54139;-165,08722;  59; -9;A;America/Anchorage
OPF;Opa Locka;25,90700; -80,27839;   8; -5;A;America/New_York
OQN;Brandywine Airport;39,59240; -75,34550; 466; -5;A;America/New_York
OQU;Quonset State Airport;41,59714; -71,41214;  18; -5;A;America/New_York
ORD;Chicago Ohare Intl;41,97860; -87,90484; 668; -6;A;America/Chicago
ORF;Norfolk Intl;36,89461; -76,20122;  26; -5;A;America/New_York
ORH;Worcester Regional Airport;42,26730; -71,87570;1009; -5;A;America/New_York
ORI;Port Lions Airport;57,88528;-152,84611;  52; -9;A;America/Anchorage
ORL;Executive;28,54546; -81,33294; 113; -5;A;America/New_York
